cust_id,full_name,gender,age,income_annual_inr,income_segment,credit_score,risk_bucket,region,zone,urban_rural_flag,num_products,cbs_total_clr_bal_amt,aa_avg_monthly_inflows,aa_avg_monthly_outflows,ml_unified_customer_proba,cltv_profit_actual,cltv_profit_ml,cltv_profit_final,cltv_decile_final,hybrid_score_0_100_final
C00998,Kabir Mishra,M,26,499735.9654673131,MID,651,MEDIUM,WEST,WEST,URBAN,2,10888.678822462361,,,0.5132657654866204,,720.8588572309493,720.8588572309493,4,61.0
C00266,Atharv Mishra,M,55,157242.19,LOW,513,HIGH,WEST,WEST,URBAN,2,19291.989999999998,8299.680833333334,18207.356666666667,0.2935133397922251,1583,1621.7991423661827,1583.0,2,60.0
C00611,Atharv Das,M,21,1551623.156510232,HIGH,858,LOW,NORTH,NORTH,URBAN,3,16880.97254446085,,,0.5063566344253818,,686.5751992234225,686.5751992234225,4,60.0
C00327,Meera Ghosh,F,70,824062.23,MID,718,LOW,NORTH,NORTH,URBAN,1,74.68,0.0,5210.794166666667,0.7063676649957694,400,607.7984443508849,400.0,6,60.0
C00877,Arjun Kulkarni,M,27,548722.1897122759,MID,666,MEDIUM,EAST,EAST,RURAL_SEMIURBAN,3,9671.996343671562,,,0.598727581478158,,476.2506895786318,476.2506895786318,5,60.0
C00397,Ishaan Chatterjee,M,62,187477.47,LOW,649,MEDIUM,SOUTH,SOUTH,URBAN,3,1288.74,,,0.7969792340227413,259,186.0291926286627,259.0,7,60.0
C00064,Rahul Verma,M,55,200000.0,LOW,493,HIGH,NORTH,NORTH,URBAN,3,4772.52,2978.6358333333337,5882.659166666667,0.906484422513971,211,209.34469924094577,211.0,8,60.0
C00292,Prachi Bansal,F,18,89943.91,LOW,677,MEDIUM,NORTH,NORTH,RURAL_SEMIURBAN,2,11894.539999999999,1294.0041666666666,34056.075000000004,0.4074710528135889,874,1093.4522810366955,874.0,3,60.0
C00323,Aarohi Sharma,F,70,200000.0,LOW,596,HIGH,NORTH,NORTH,RURAL_SEMIURBAN,2,750.8,0.0,12237.391666666668,0.7935616447655188,276,471.3473052957578,276.0,7,60.0
C00747,Aarohi Chatterjee,F,31,420686.2621630928,MID,659,MEDIUM,WEST,WEST,URBAN,1,3646.435911411787,,,0.6070798577886692,,498.6297685127497,498.6297685127497,5,60.0
C00139,Ishita Iyer,F,31,628423.5,MID,707,LOW,WEST,WEST,URBAN,1,469.28,7197.240000000001,6256.075,0.899100335901501,220,210.8590367987345,220.0,8,60.0
C00306,Nisha Bansal,F,28,1404610.29,HIGH,755,LOW,SOUTH,SOUTH,URBAN,2,730.11,15786.0,16879.396666666667,0.7961206927691837,290,277.67350621197085,290.0,7,60.0
C00777,Meera Jain,F,19,331283.218953859,MID,762,LOW,NORTH,NORTH,URBAN,1,3432.7916150865285,,,0.5724952987779339,,558.0003401374854,558.0003401374854,5,59.0
C00193,Isha Sharma,F,57,177279.52,LOW,590,HIGH,EAST,EAST,URBAN,2,1867.9099999999999,12025.555,19110.534166666668,0.1739559009300765,5227,5123.437227860878,5227.0,1,59.0
C00590,Ayesha Sharma,F,38,491198.8460733131,MID,839,LOW,WEST,WEST,URBAN,2,221.8459724257045,,,0.8735928442272273,,173.71736898636146,173.71736898636146,8,59.0
C00695,Nandini Shah,F,22,731817.9186672752,MID,621,MEDIUM,SOUTH,SOUTH,URBAN,3,9478.168553033398,,,0.3877729716113663,,1005.868042207478,1005.868042207478,3,59.0
C00612,Ayesha Sharma,F,36,479348.1464375367,MID,744,LOW,WEST,WEST,URBAN,1,11981.815940398132,,,0.6713295285052885,,407.73128703197176,407.73128703197176,6,59.0
C00426,Shivani Gowda,F,69,341687.33,MID,745,LOW,WEST,WEST,URBAN,2,14758.11,6434.787499999999,20827.6775,0.9701169717360228,122,188.9997997795922,122.0,9,59.0
C00448,Shaurya Naidu,M,66,307785.28,MID,711,LOW,EAST,EAST,RURAL_SEMIURBAN,1,67.02,9277.7775,20666.213333333333,0.9550221468911204,133,105.63521734426953,133.0,9,58.0
C00163,Ishita Ghosh,F,68,278290.87,MID,801,LOW,EAST,EAST,RURAL_SEMIURBAN,1,184.98,7861.44,11821.006666666666,0.9567742519345503,63,143.92806326005675,63.0,9,58.0
C00264,Atharv Chatterjee,M,66,200000.0,LOW,645,MEDIUM,SOUTH,SOUTH,URBAN,1,97.6,5717.860833333333,11884.510833333334,0.8544321859120071,226,241.56146949396168,226.0,8,58.0
C00949,Saanvi Patel,F,25,330227.69212117116,MID,674,MEDIUM,WEST,WEST,RURAL_SEMIURBAN,2,27548.830806197773,,,0.5667306905844934,,509.5956110362873,509.5956110362873,5,58.0
C00444,Nisha Bansal,F,55,661885.06,MID,737,LOW,SOUTH,SOUTH,URBAN,2,6320.99,6883.95,21487.406666666662,0.1616829918139397,4209,4169.262276244028,4209.0,1,58.0
C00210,Prachi Yadav,F,73,148909.53,LOW,546,HIGH,EAST,EAST,RURAL_SEMIURBAN,2,4992.72,4267.655,5531.066666666667,0.9528287407171512,117,69.90239557027674,117.0,9,58.0
C00177,Saanvi Mishra,F,35,169446.39,LOW,642,MEDIUM,NORTH,NORTH,RURAL_SEMIURBAN,2,3689.72,974.3258333333332,2174.860833333333,0.838176658551438,239,324.88569767364584,239.0,8,57.0
C00344,Harsh Bansal,M,70,200000.0,MID,549,HIGH,EAST,EAST,URBAN,2,827.9200000000001,4497.618333333333,27666.139166666664,0.2336712800636261,1497,1542.8286173357328,1497.0,2,57.0
C00551,Nisha Das,F,20,366878.8925676134,MID,708,LOW,EAST,EAST,RURAL_SEMIURBAN,2,13383.381753493233,,,0.7417936342294534,,260.56216810737607,260.56216810737607,7,57.0
C00507,Aditya Shah,M,37,610899.1417407839,MID,744,LOW,CENTRAL,CENTRAL,URBAN,2,2562.140515141223,,,0.5312091326386705,,437.49799411412107,437.49799411412107,5,57.0
C00141,Kunal Nair,M,67,200000.0,LOW,714,LOW,SOUTH,SOUTH,URBAN,2,3318.77,1767.950833333333,2628.5975,0.9459704377473864,107,111.48081768816854,107.0,9,57.0
C00585,Nisha Das,F,18,279398.91750318615,MID,709,LOW,EAST,EAST,RURAL_SEMIURBAN,2,16608.609946316592,,,0.4390491934354894,,609.4597947587465,609.4597947587465,4,57.0
C00147,Shaurya Singh,M,36,365540.19,MID,709,LOW,NORTH,NORTH,URBAN,1,190.23,5110.5025,10806.181666666667,0.2301610631075888,2030,1982.2979413000028,2030.0,2,57.0
C00778,Sara Reddy,F,26,641265.1655188351,MID,702,LOW,WEST,WEST,URBAN,2,22804.43928313864,,,0.4315602104063427,,718.4677078841461,718.4677078841461,4,57.0
C00691,Ishita Singh,F,24,384212.3259947794,MID,750,LOW,SOUTH,SOUTH,URBAN,2,32433.561280727656,,,0.4139508775247313,,666.1073658319942,666.1073658319942,4,56.0
C00512,Shaurya Gupta,M,29,553208.0787297185,MID,696,MEDIUM,EAST,EAST,RURAL_SEMIURBAN,2,24760.85480530948,,,0.417709726733333,,614.1582757609636,614.1582757609636,4,56.0
C00348,Anika Kulkarni,F,65,189150.29,LOW,760,LOW,NORTH,NORTH,RURAL_SEMIURBAN,2,2391.9300000000003,,,0.912053902141512,51,30.088699612368664,51.0,9,56.0
C00450,Arjun Kulkarni,M,34,578084.93,MID,702,LOW,EAST,EAST,RURAL_SEMIURBAN,3,10905.34,5381.065833333333,39845.253333333334,0.1103840340099721,5999,6041.083482414688,5999.0,1,56.0
C00614,Vihaan Ghosh,M,23,1020952.7039099148,HIGH,801,LOW,NORTH,NORTH,URBAN,2,2155.0836286917292,,,0.6163861799818827,,390.15887584844387,390.15887584844387,6,56.0
C00394,Meera Jain,F,19,385031.54,MID,766,LOW,NORTH,NORTH,URBAN,2,9242.92,7216.3725,21701.593333333338,0.929391254612693,93,140.6382326283963,93.0,9,56.0
C00190,Ayesha Ghosh,F,36,173167.45,LOW,592,HIGH,NORTH,NORTH,URBAN,2,15797.220000000001,10016.083333333334,21895.30416666667,0.2028797262460488,1568,1619.7693942934345,1568.0,2,55.0
C00575,Kabir Mishra,M,23,497955.1908376967,MID,687,MEDIUM,WEST,WEST,URBAN,1,71.1917059381497,,,0.4057892035023493,,574.7480242903089,574.7480242903089,4,55.0
C00196,Yash Gowda,M,59,736053.09,MID,677,MEDIUM,NORTH,NORTH,URBAN,3,21308.469999999998,0.0,33574.005,0.0938732756699238,3819,3891.9536693259706,3819.0,1,55.0
C00039,Harsh Reddy,M,25,365282.91,MID,709,LOW,SOUTH,SOUTH,URBAN,2,2158.23,0.0,16390.0275,0.093555080515074,2843,2821.945159761616,2843.0,1,55.0
C00447,Anika Iyer,F,44,169129.89,LOW,572,HIGH,WEST,WEST,URBAN,1,79.08,4461.775833333333,5628.793333333334,0.906527990041875,50,142.43907447476445,50.0,9,55.0
C00360,Ishita Jain,F,58,200000.0,LOW,569,HIGH,NORTH,NORTH,URBAN,1,147.03,13787.899166666668,18065.084166666667,0.0985975258059357,4226,3978.490480246085,4226.0,1,55.0
C00106,Abhishek Jain,M,49,2906618.44,HIGH,750,LOW,NORTH,NORTH,URBAN,3,2871.88,4076.775,39162.385,0.1052211745344777,2911,2745.9531591317,2911.0,1,55.0
C00715,Pooja Khan,F,32,491765.7702159938,MID,709,LOW,EAST,EAST,RURAL_SEMIURBAN,3,2727.280285046763,,,0.5718836268801564,,397.4655286644229,397.4655286644229,6,54.0
C00108,Nandini Iyer,F,72,746652.89,MID,767,LOW,EAST,EAST,RURAL_SEMIURBAN,2,344.61,0.0,21393.699166666665,0.0873148064846124,7040,6425.299910636423,7040.0,1,54.0
C00375,Aarohi Sharma,F,42,159621.1,LOW,700,LOW,NORTH,NORTH,RURAL_SEMIURBAN,2,4445.3,5454.746666666667,21223.68,0.0892564339068955,5056,5068.452925679287,5056.0,1,54.0
C00113,Abhishek Iyer,M,33,96449.49,LOW,624,MEDIUM,SOUTH,SOUTH,URBAN,3,19469.960000000003,7921.281666666667,43556.55,0.0709854852699631,6370,6236.226303334949,6370.0,1,54.0
C00217,Rohit Jain,M,27,877888.09,MID,662,MEDIUM,SOUTH,SOUTH,URBAN,2,7732.070000000001,6162.6125,26661.19083333333,0.0741423581924904,2596,2529.925543738773,2596.0,1,54.0
C00864,Ishaan Kulkarni,M,33,609807.4365004947,MID,717,LOW,SOUTH,SOUTH,URBAN,1,16.105944200622634,,,0.3845469314554899,,653.2186849989498,653.2186849989498,4,54.0
C00091,Diya Bansal,F,40,114723.24,LOW,646,MEDIUM,NORTH,NORTH,URBAN,1,421.83,0.0,18057.5925,0.6823144890052139,315,399.48397530610447,315.0,7,54.0
C00617,Ayesha Sharma,F,34,451852.0036629015,MID,811,LOW,WEST,WEST,URBAN,2,4390.7261059595985,,,0.683217587992795,,267.2287814399676,267.2287814399676,7,54.0
C00415,Aarav Singh,M,59,2302620.64,HIGH,872,LOW,WEST,WEST,URBAN,1,151.74,1102.2275,1112.4666666666667,0.9517164678916612,8,-26.061165395369827,8.0,10,53.0
C00480,Krishna Verma,M,18,169539.8,LOW,661,MEDIUM,NORTH,NORTH,URBAN,2,14112.11,7118.236666666667,16670.614166666666,0.1658225466125502,1629,1694.6452085626024,1629.0,2,53.0
C00040,Arjun Ghosh,M,69,373514.96,MID,739,LOW,EAST,EAST,URBAN,2,11343.5,5511.2725,9266.19,0.8507125296435913,98,81.79986514873848,98.0,9,53.0
C00395,Anika Ghosh,F,34,1000000.0,MID,711,LOW,CENTRAL,CENTRAL,URBAN,2,15510.150000000001,11679.896666666667,28000.913333333338,0.0566902572545612,5607,5375.985324353262,5607.0,1,53.0
C00424,Anika Gowda,F,70,540928.16,MID,693,MEDIUM,EAST,EAST,URBAN,1,66.26,7426.809166666667,9067.75,0.0623506034912107,3010,2871.1301174107452,3010.0,1,53.0
C00604,Ishita Sharma,F,36,594014.6257319353,MID,641,MEDIUM,NORTH,NORTH,URBAN,1,4073.154515693989,,,0.2547784655309895,,824.7876209958009,824.7876209958009,3,53.0
C00484,Saanvi Patel,F,26,323368.89,MID,699,MEDIUM,WEST,WEST,RURAL_SEMIURBAN,2,13775.45,3155.75,14207.847500000002,0.0565135653240447,3416,3396.1256211598447,3416.0,1,53.0
C00167,Kavya Das,F,45,1000000.0,HIGH,773,LOW,WEST,WEST,URBAN,2,2451.67,7030.335,21204.34833333333,0.0615955407852697,3090,3147.3233943506766,3090.0,1,53.0
C00882,Riya Mishra,F,23,670658.3986308791,MID,644,MEDIUM,SOUTH,SOUTH,URBAN,2,21561.151194543934,,,0.2535833029151306,,875.8479093755637,875.8479093755637,3,53.0
C00258,Kunal Nair,M,53,2195053.4,HIGH,708,LOW,EAST,EAST,RURAL_SEMIURBAN,2,16306.03,0.0,16056.222500000002,0.0583183056133436,3739,3749.8632768340667,3739.0,1,53.0
C00497,Aarav Naidu,M,55,193669.47,LOW,636,MEDIUM,WEST,WEST,URBAN,2,6791.86,8236.87,22162.494166666667,0.0624139463991534,3704,3678.6614133254434,3704.0,1,53.0
C00202,Yash Verma,M,45,101588.85,LOW,677,MEDIUM,NORTH,NORTH,URBAN,2,244.22,2142.6266666666666,30322.61666666667,0.0566656247376729,3072,3070.191211989725,3072.0,1,53.0
C00550,Ayesha Sharma,F,36,429550.1523426291,MID,750,LOW,WEST,WEST,URBAN,2,16392.49740752571,,,0.2686181838435527,,896.7844834405132,896.7844834405132,3,53.0
C00107,Tanvi Yadav,F,40,551205.78,MID,669,MEDIUM,EAST,EAST,RURAL_SEMIURBAN,2,206.95000000000002,11508.4475,26503.686666666665,0.0542391463339693,2542,2618.2298395087855,2542.0,1,53.0
C00322,Aadhya Singh,F,62,86478.89,LOW,730,LOW,NORTH,NORTH,URBAN,1,71.92,3894.45,12944.378333333334,0.956885920463558,39,-30.367351973634122,39.0,10,53.0
C00149,Vivaan Patel,M,22,620678.01,MID,678,MEDIUM,EAST,EAST,URBAN,1,147.18,10833.57,19217.610833333332,0.053305492587078,2539,2508.323229772307,2539.0,1,53.0
C00005,Rahul Nair,M,41,1937661.27,HIGH,740,LOW,SOUTH,SOUTH,URBAN,2,9757.81,19088.236666666668,20107.9375,0.9655657053889618,39,46.114015121712896,39.0,10,53.0
C00135,Prachi Ghosh,F,67,545294.96,MID,642,MEDIUM,SOUTH,SOUTH,URBAN,2,2479.2999999999997,7040.544999999999,24270.024166666662,0.0471706710221408,12756,10456.669933891018,12756.0,1,52.0
C00305,Kabir Mishra,M,26,516066.77,MID,695,MEDIUM,WEST,WEST,URBAN,3,1853.73,12656.605833333331,41363.02333333334,0.0322393253378818,4587,4525.942611957655,4587.0,1,52.0
C00488,Shaurya Mishra,M,55,128735.56,LOW,624,MEDIUM,NORTH,NORTH,URBAN,2,15638.16,2914.2358333333336,19049.955,0.040534763247836,2474,2458.549752290531,2474.0,1,52.0
C00025,Diya Sharma,F,34,134409.74,LOW,445,HIGH,NORTH,NORTH,URBAN,3,15585.09,6626.128333333333,49198.78083333333,0.0435569351106987,5972,5892.284385738024,5972.0,1,52.0
C00083,Manav Sharma,M,54,200000.0,LOW,687,MEDIUM,NORTH,NORTH,RURAL_SEMIURBAN,1,211.03,3514.1758333333332,5601.568333333334,0.8387833243033949,47,98.91076918403662,47.0,9,52.0
C00408,Kunal Yadav,M,19,478196.49,MID,683,MEDIUM,NORTH,NORTH,URBAN,2,13942.31,6497.0625,14374.644166666669,0.0327032217268643,3076,3017.3291724507653,3076.0,1,52.0
C00525,Kunal Gowda,M,32,725808.6382599508,MID,844,LOW,NORTH,NORTH,RURAL_SEMIURBAN,1,651.9293498820682,,,0.6365228197266778,,257.3777640066584,257.3777640066584,7,52.0
C00330,Arjun Iyer,M,54,761993.04,MID,696,MEDIUM,NORTH,NORTH,RURAL_SEMIURBAN,2,20383.61,6328.951666666667,21979.588333333333,0.6463907076342155,336,395.69726674587656,336.0,7,52.0
C00127,Ayesha Iyer,F,47,741893.25,MID,674,MEDIUM,SOUTH,SOUTH,URBAN,2,1169.5,5202.47,27829.514166666664,0.0492404683183482,3544,3429.0000280524355,3544.0,1,52.0
C00118,Shivani Nair,F,69,200000.0,LOW,596,HIGH,SOUTH,SOUTH,URBAN,2,1179.49,6871.482500000001,30794.37166666667,0.0408411401309048,2783,2843.5762659507473,2783.0,1,52.0
C00154,Vihaan Iyer,M,57,200000.0,LOW,560,HIGH,EAST,EAST,RURAL_SEMIURBAN,2,370.12,1818.4541666666669,33858.886666666665,0.0330735747921427,2525,2483.131204236422,2525.0,1,52.0
C00539,Ayesha Sharma,F,31,394906.5535453469,MID,796,LOW,WEST,WEST,URBAN,3,1954.4373694001192,,,0.7390995456198342,,184.2679079576842,184.2679079576842,8,52.0
C00345,Manav Reddy,M,36,618750.74,MID,729,LOW,NORTH,NORTH,URBAN,1,148.6,4367.0975,8495.726666666667,0.0389281340768057,2652,2578.0454273722944,2652.0,1,52.0
C00095,Shivani Das,F,49,180651.42,LOW,583,HIGH,NORTH,NORTH,URBAN,3,3267.7,4754.9275,39244.48,0.0343439013976008,3324,3396.0365079812696,3324.0,1,52.0
C00213,Arjun Ghosh,M,18,412542.66,MID,772,LOW,NORTH,NORTH,URBAN,1,89.35,7445.900833333333,12447.160000000002,0.0364353650020358,3139,2993.8620591036824,3139.0,1,52.0
C00148,Anika Patel,F,44,87048.37,LOW,634,MEDIUM,NORTH,NORTH,URBAN,1,152.12,0.0,3818.8283333333334,0.3385226495769563,627,672.8432058567972,627.0,4,52.0
C00024,Ishaan Jain,M,33,120747.27,LOW,669,MEDIUM,WEST,WEST,RURAL_SEMIURBAN,2,2493.0,7789.921666666666,23685.838333333333,0.0320351578866778,3962,3868.4452462471922,3962.0,1,52.0
C00043,Manav Reddy,M,37,139845.81,LOW,660,MEDIUM,NORTH,NORTH,URBAN,2,9250.060000000001,8756.07,24772.66916666667,0.041733711500195,2872,2858.6612209301,2872.0,1,52.0
C00976,Arjun Kulkarni,M,33,456982.1047387163,MID,713,LOW,EAST,EAST,RURAL_SEMIURBAN,1,11570.383671285632,,,0.7321920189319472,,164.88779428556919,164.88779428556919,8,52.0
C00094,Manav Ghosh,M,32,4000000.0,HIGH,788,LOW,CENTRAL,CENTRAL,URBAN,2,9875.949999999999,4617.158333333334,20878.6775,0.0338705748185229,3879,3753.7855962926446,3879.0,1,52.0
C00047,Kavya Ghosh,F,63,118915.32,LOW,815,LOW,NORTH,NORTH,URBAN,1,65.58,0.0,3811.9975,0.02645719975335,2528,2449.012270344118,2528.0,1,51.0
C00251,Ananya Kulkarni,F,19,127139.1,LOW,641,MEDIUM,WEST,WEST,RURAL_SEMIURBAN,2,670.8,3054.744166666667,33392.45416666667,0.0135826477719892,9090,8316.607903450285,9090.0,1,51.0
C00399,Diya Singh,F,52,98224.67,LOW,460,HIGH,CENTRAL,CENTRAL,RURAL_SEMIURBAN,3,2434.39,4984.447499999999,43362.879166666666,0.0104090902218065,8504,8036.380662718977,8504.0,1,51.0
C00461,Harsh Verma,M,63,172557.84,LOW,667,MEDIUM,SOUTH,SOUTH,URBAN,1,557.23,6629.415,21156.795833333337,0.0173684975099388,3307,3131.324610704442,3307.0,1,51.0
C00077,Rohit Gupta,M,60,141679.63,LOW,733,LOW,SOUTH,SOUTH,URBAN,2,1402.3000000000002,1784.3324999999998,24297.844166666662,0.0124427438213916,2892,2893.040348693118,2892.0,1,51.0
C00340,Siddharth Iyer,M,63,115950.41,LOW,719,LOW,NORTH,NORTH,RURAL_SEMIURBAN,2,352.56,9598.1175,34425.99833333333,0.0138367012311905,2724,2690.5201211659605,2724.0,1,51.0
C00309,Ritvik Shah,M,45,538387.88,MID,802,LOW,NORTH,NORTH,RURAL_SEMIURBAN,1,738.52,721.4616666666667,19679.614166666663,0.0134659303705515,5287,5296.811572397864,5287.0,1,51.0
C00151,Prachi Patel,F,30,257133.18,MID,771,LOW,EAST,EAST,URBAN,2,17273.710000000003,0.0,14525.038333333332,0.1198112262030988,1522,1578.0515716259097,1522.0,2,51.0
C00097,Rohit Gowda,M,28,162047.48,LOW,571,HIGH,NORTH,NORTH,URBAN,1,434.71,2209.233333333333,7957.555833333333,0.0191674689506415,2809,2702.7749330802258,2809.0,1,51.0
C00460,Arjun Sharma,M,29,98231.19,LOW,545,HIGH,NORTH,NORTH,RURAL_SEMIURBAN,2,18142.309999999998,1098.0608333333332,15947.355833333331,0.0221858882793619,2799,2840.662133454647,2799.0,1,51.0
C00207,Ishaan Kulkarni,M,58,200000.0,LOW,605,MEDIUM,CENTRAL,CENTRAL,RURAL_SEMIURBAN,2,15190.21,14044.29,11757.659166666666,0.7160620716150427,235,222.58695160204311,235.0,8,51.0
C00365,Manav Chatterjee,M,32,132642.85,LOW,625,MEDIUM,SOUTH,SOUTH,URBAN,1,199.97,7917.208333333333,11143.905,0.0236223008299225,2544,2462.3988301178892,2544.0,1,51.0
C00124,Harsh Ghosh,M,61,97201.57,LOW,725,LOW,SOUTH,SOUTH,URBAN,2,3589.39,5368.788333333333,33909.38916666667,0.0111965595420068,3959,3994.8308567863614,3959.0,1,51.0
C00431,Aarav Singh,M,58,142185.96,LOW,723,LOW,SOUTH,SOUTH,URBAN,2,15228.31,0.0,16708.4275,0.0184196492297554,3075,3061.889087141735,3075.0,1,51.0
C00252,Harsh Khan,M,62,143628.09,LOW,663,MEDIUM,EAST,EAST,RURAL_SEMIURBAN,2,16337.48,2854.7374999999997,19762.29,0.0131362384306465,3064,3045.6499265489933,3064.0,1,51.0
C00180,Kunal Nair,M,56,1000000.0,HIGH,786,LOW,CENTRAL,CENTRAL,URBAN,1,277.38,3026.3366666666666,8777.5275,0.017177104171709,3586,3378.1685463604204,3586.0,1,51.0
C00008,Manav Verma,M,58,376458.4,MID,769,LOW,EAST,EAST,RURAL_SEMIURBAN,2,19802.329999999998,2984.0975,16443.328333333335,0.014079039300994,3050,3032.5382866669006,3050.0,1,51.0
C00403,Aditya Sharma,M,30,69058.89,LOW,586,HIGH,EAST,EAST,RURAL_SEMIURBAN,2,547.1,10152.995833333332,32475.428333333333,0.0188023085508633,4050,3968.0805152011026,4050.0,1,51.0
C00001,Kunal Ghosh,M,19,362519.91,MID,610,MEDIUM,SOUTH,SOUTH,URBAN,2,8226.699999999999,2097.3025,25953.703333333335,0.0271041761616281,2483,2453.1451607565223,2483.0,1,51.0
C00185,Ishita Bansal,F,49,426409.5,MID,730,LOW,EAST,EAST,RURAL_SEMIURBAN,3,22524.5,4936.6475,4416.163333333333,0.9154295133541264,24,-48.87356048837118,24.0,10,51.0
C00472,Kunal Verma,M,58,69905.97,LOW,713,LOW,NORTH,NORTH,RURAL_SEMIURBAN,2,14862.25,0.0,26803.411666666667,0.0298668739903588,3585,3528.4422958423606,3585.0,1,51.0
C00396,Krishna Ghosh,M,71,282343.29,MID,758,LOW,NORTH,NORTH,URBAN,1,201.28,0.0,3597.2533333333336,0.1196845288082096,1655,1533.0481024269059,1655.0,2,51.0
C00314,Aditya Patel,M,18,1330006.49,HIGH,796,LOW,NORTH,NORTH,URBAN,2,3856.94,12237.964166666668,25226.099166666667,0.026933418680642,3367,3327.1225927635874,3367.0,1,51.0
C00055,Shaurya Kulkarni,M,60,148229.09,LOW,603,MEDIUM,NORTH,NORTH,URBAN,2,745.87,2361.2966666666666,2281.165,0.8155794017641896,149,144.60840021683322,149.0,9,51.0
C00009,Ishaan Gupta,M,19,644496.03,MID,764,LOW,SOUTH,SOUTH,URBAN,2,4208.7,1316.31,34907.831666666665,0.003243714365259,2879,2846.4248952811827,2879.0,1,50.0
C00358,Arjun Gupta,M,52,552653.99,MID,689,MEDIUM,SOUTH,SOUTH,URBAN,3,3334.12,13829.391666666668,54674.68,0.3968966205351089,515,687.7006286630473,515.0,5,50.0
C00517,Saanvi Khan,F,25,557245.6845192896,MID,780,LOW,NORTH,NORTH,RURAL_SEMIURBAN,2,8387.32763156263,,,0.4956449597477012,,377.4371962247728,377.4371962247728,6,50.0
C00410,Kavya Das,F,60,401189.46,MID,706,LOW,NORTH,NORTH,URBAN,1,192.73,0.0,4248.0325,0.899297193014887,19,199.34820751800305,19.0,10,50.0
C00045,Ananya Patel,F,53,200000.0,LOW,646,MEDIUM,WEST,WEST,URBAN,2,2755.33,9973.59,35226.3375,0.1065992548768932,1769,1757.5431581023226,1769.0,2,50.0
C00129,Nisha Shah,F,69,111971.61,LOW,556,HIGH,SOUTH,SOUTH,URBAN,2,8627.49,4159.260833333333,34850.38916666667,0.0080731842082723,5667,5495.405627412748,5667.0,1,50.0
C00366,Siddharth Iyer,M,48,125094.81,LOW,749,LOW,NORTH,NORTH,URBAN,2,73.86,7500.421666666666,27554.257500000003,0.0901812534587441,2315,2280.7060581036944,2315.0,2,50.0
C00885,Isha Yadav,F,19,386604.8909252592,MID,831,LOW,NORTH,NORTH,URBAN,2,4104.730404698047,,,0.2947765997791418,,597.2372876647946,597.2372876647946,4,50.0
C00211,Riya Naidu,F,24,172275.15,LOW,548,HIGH,SOUTH,SOUTH,URBAN,2,4592.96,3565.068333333333,38923.595,0.0936674810596289,1985,1993.7735831911236,1985.0,2,50.0
C00392,Manav Ghosh,M,59,102983.27,LOW,689,MEDIUM,SOUTH,SOUTH,URBAN,2,3896.79,0.0,18507.7675,0.0088706513915384,6164,5761.414357390632,6164.0,1,50.0
C00046,Ishaan Singh,M,38,731333.59,MID,716,LOW,NORTH,NORTH,URBAN,2,9510.68,5497.095833333333,40869.816666666666,0.0082092922663231,2491,2490.9609364129587,2491.0,1,50.0
C00034,Aditya Kulkarni,M,55,160750.75,LOW,610,MEDIUM,WEST,WEST,URBAN,2,1649.86,13951.538333333332,28116.105833333335,0.1933067534873951,1303,1392.1399787129471,1303.0,3,50.0
C00386,Riya Shah,F,36,450620.56,MID,746,LOW,NORTH,NORTH,RURAL_SEMIURBAN,2,3177.8199999999997,2842.866666666667,8190.447499999999,0.7996007924380789,52,20.063396968755377,52.0,9,50.0
C00542,Rohit Reddy,M,28,455425.3581969278,MID,731,LOW,NORTH,NORTH,URBAN,2,3358.068108566497,,,0.1998461281504868,,854.6769352630541,854.6769352630541,3,50.0
C00696,Rohan Yadav,M,18,403646.8022039222,MID,749,LOW,EAST,EAST,RURAL_SEMIURBAN,2,6564.170739572939,,,0.3095712084532605,,574.8054854078836,574.8054854078836,4,50.0
C00786,Ishita Naidu,F,32,960150.7906440102,MID,749,LOW,NORTH,NORTH,URBAN,1,4246.098932581906,,,0.480685789711572,,367.6286959513417,367.6286959513417,6,49.0
C00660,Kunal Yadav,M,19,456669.179284607,MID,660,MEDIUM,NORTH,NORTH,URBAN,3,1963.4610300124282,,,0.2878227954806069,,659.9084270377103,659.9084270377103,4,49.0
C00772,Rohit Naidu,M,38,1999846.399531007,HIGH,740,LOW,WEST,WEST,RURAL_SEMIURBAN,2,3713.5369421712307,,,0.2890712063520159,,708.540681098873,708.540681098873,4,49.0
C00374,Isha Iyer,F,60,191127.42,LOW,646,MEDIUM,NORTH,NORTH,RURAL_SEMIURBAN,2,3373.29,0.0,13056.1175,0.0854927545999179,1978,1953.5266604522608,1978.0,2,49.0
C00032,Diya Bansal,F,53,1000000.0,HIGH,777,LOW,SOUTH,SOUTH,URBAN,1,108.18,4006.4516666666664,9061.750833333334,0.6740194550599153,218,243.78835608281457,218.0,8,49.0
C00226,Abhishek Yadav,M,52,369649.16,MID,625,MEDIUM,SOUTH,SOUTH,URBAN,3,13309.730000000001,0.0,3139.2925,0.6762438163478597,,179.65548736196365,179.65548736196365,8,49.0
C00446,Shaurya Iyer,M,18,84959.14,LOW,643,MEDIUM,EAST,EAST,RURAL_SEMIURBAN,2,5659.83,8250.82,24449.30083333333,0.088155188577002,2176,2235.7898522165674,2176.0,2,49.0
